GEOID,NAME,variable,estimate,moe
17083,"Jersey County, Illinois",B15003_001,15152,79
17083,"Jersey County, Illinois",B15003_017,4724,413
17083,"Jersey County, Illinois",B15003_018,750,153
17083,"Jersey County, Illinois",B15003_019,956,187
17083,"Jersey County, Illinois",B15003_020,2083,268
17083,"Jersey County, Illinois",B15003_021,1912,316
17083,"Jersey County, Illinois",B15003_022,2296,310
17083,"Jersey County, Illinois",B15003_023,1022,235
17083,"Jersey County, Illinois",B15003_024,194,105
17083,"Jersey County, Illinois",B15003_025,163,101
17083,"Jersey County, Illinois",B17001_001,20763,209
17083,"Jersey County, Illinois",B19301_001,32544,1501
17083,"Jersey County, Illinois",B25002_001,10160,81
17083,"Jersey County, Illinois",B25002_003,2002,250
17083,"Jersey County, Illinois",B25007_001,8158,283
17083,"Jersey County, Illinois",B25007_002,6695,318
17083,"Jersey County, Illinois",B25024_001,10160,81
17083,"Jersey County, Illinois",B25024_002,8696,275
17083,"Jersey County, Illinois",B25024_003,84,59
17083,"Jersey County, Illinois",B25077_001,148800,9126
17085,"Jo Daviess County, Illinois",B01001H_001,20255,24
17085,"Jo Daviess County, Illinois",B01002_001,50.4,0.4
17085,"Jo Daviess County, Illinois",B02001_001,21429,NA
17085,"Jo Daviess County, Illinois",B02001_002,20730,45
17085,"Jo Daviess County, Illinois",B07001_017,19174,358
17085,"Jo Daviess County, Illinois",B07011_001,31793,1074
17085,"Jo Daviess County, Illinois",B15003_001,16073,37
17085,"Jo Daviess County, Illinois",B15003_017,4952,282
17085,"Jo Daviess County, Illinois",B15003_018,635,154
17085,"Jo Daviess County, Illinois",B15003_019,1113,183
17085,"Jo Daviess County, Illinois",B15003_020,2306,244
17085,"Jo Daviess County, Illinois",B15003_021,1599,214
17085,"Jo Daviess County, Illinois",B15003_022,2643,299
17085,"Jo Daviess County, Illinois",B15003_023,1261,174
17085,"Jo Daviess County, Illinois",B15003_024,227,81
17085,"Jo Daviess County, Illinois",B15003_025,114,39
17085,"Jo Daviess County, Illinois",B17001_001,21241,71
17085,"Jo Daviess County, Illinois",B19301_001,34974,2405
17085,"Jo Daviess County, Illinois",B25002_001,13723,43
17085,"Jo Daviess County, Illinois",B25002_003,3654,233
17085,"Jo Daviess County, Illinois",B25007_001,10069,237
17085,"Jo Daviess County, Illinois",B25007_002,7718,223
17085,"Jo Daviess County, Illinois",B25024_001,13723,43
17085,"Jo Daviess County, Illinois",B25024_002,11069,217
17085,"Jo Daviess County, Illinois",B25024_003,631,149
17085,"Jo Daviess County, Illinois",B25077_001,156300,8132
17087,"Johnson County, Illinois",B01001H_001,10597,189
17087,"Johnson County, Illinois",B01002_001,43.8,0.3
17087,"Johnson County, Illinois",B02001_001,12391,NA
17087,"Johnson County, Illinois",B02001_002,10905,186
17087,"Johnson County, Illinois",B07001_017,10329,279
17087,"Johnson County, Illinois",B07011_001,29502,2651
17087,"Johnson County, Illinois",B15003_001,9151,54
17087,"Johnson County, Illinois",B15003_017,2236,201
17087,"Johnson County, Illinois",B15003_018,769,159
17087,"Johnson County, Illinois",B15003_019,622,104
17087,"Johnson County, Illinois",B15003_020,1521,230
17087,"Johnson County, Illinois",B15003_021,911,130
17087,"Johnson County, Illinois",B15003_022,1109,163
17087,"Johnson County, Illinois",B15003_023,252,59
17087,"Johnson County, Illinois",B15003_024,65,45
17087,"Johnson County, Illinois",B15003_025,42,28
17087,"Johnson County, Illinois",B17001_001,10076,239
17087,"Johnson County, Illinois",B19301_001,23548,1909
17087,"Johnson County, Illinois",B25002_001,5625,99
17087,"Johnson County, Illinois",B25002_003,1451,190
17087,"Johnson County, Illinois",B25007_001,4174,206
17087,"Johnson County, Illinois",B25007_002,3478,206
17087,"Johnson County, Illinois",B25024_001,5625,99
17087,"Johnson County, Illinois",B25024_002,4017,202
17087,"Johnson County, Illinois",B25024_003,50,30
17087,"Johnson County, Illinois",B25077_001,117500,14400
17089,"Kane County, Illinois",B01001H_001,301506,586
17089,"Kane County, Illinois",B01002_001,37.7,0.2
17089,"Kane County, Illinois",B02001_001,531756,NA
17089,"Kane County, Illinois",B02001_002,377629,3642
17089,"Kane County, Illinois",B07001_017,462906,3898
17089,"Kane County, Illinois",B07011_001,35433,611
17089,"Kane County, Illinois",B15003_001,348436,86
17089,"Kane County, Illinois",B15003_017,68080,2057
17089,"Kane County, Illinois",B15003_018,11471,1095
17089,"Kane County, Illinois",B15003_019,26086,1318
17089,"Kane County, Illinois",B15003_020,45748,1619
17089,"Kane County, Illinois",B15003_021,26363,1447
17089,"Kane County, Illinois",B15003_022,78305,2312
17089,"Kane County, Illinois",B15003_023,33481,1394
17089,"Kane County, Illinois",B15003_024,5064,677
17089,"Kane County, Illinois",B15003_025,3911,616
17089,"Kane County, Illinois",B17001_001,525065,881
17089,"Kane County, Illinois",B19301_001,37548,657
17089,"Kane County, Illinois",B25002_001,189301,188
17089,"Kane County, Illinois",B25002_003,7456,922
17089,"Kane County, Illinois",B25007_001,181845,967
17089,"Kane County, Illinois",B25007_002,135623,1571
17089,"Kane County, Illinois",B25024_001,189301,188
17089,"Kane County, Illinois",B25024_002,132117,1547
17089,"Kane County, Illinois",B25024_003,21567,1206
17089,"Kane County, Illinois",B25077_001,245500,3378
17091,"Kankakee County, Illinois",B01001H_001,78444,312
17091,"Kankakee County, Illinois",B01002_001,38.2,0.4
17091,"Kankakee County, Illinois",B02001_001,109924,NA
17091,"Kankakee County, Illinois",B02001_002,85811,701
17091,"Kankakee County, Illinois",B07001_017,97770,905
17091,"Kankakee County, Illinois",B07011_001,29164,1112
17091,"Kankakee County, Illinois",B15003_001,72808,77
17091,"Kankakee County, Illinois",B15003_017,22006,850
17091,"Kankakee County, Illinois",B15003_018,3218,319
17091,"Kankakee County, Illinois",B15003_019,5858,483
17091,"Kankakee County, Illinois",B15003_020,11344,645
17091,"Kankakee County, Illinois",B15003_021,6851,530
17091,"Kankakee County, Illinois",B15003_022,9433,642
17091,"Kankakee County, Illinois",B15003_023,4363,431
17091,"Kankakee County, Illinois",B15003_024,835,174
17091,"Kankakee County, Illinois",B15003_025,355,103
17091,"Kankakee County, Illinois",B17001_001,105504,459
17091,"Kankakee County, Illinois",B19301_001,28445,702
17091,"Kankakee County, Illinois",B25002_001,45626,157
17091,"Kankakee County, Illinois",B25002_003,5329,595
17091,"Kankakee County, Illinois",B25007_001,40297,604
17091,"Kankakee County, Illinois",B25007_002,27022,611
17091,"Kankakee County, Illinois",B25024_001,45626,157
17091,"Kankakee County, Illinois",B25024_002,31996,590
17091,"Kankakee County, Illinois",B25024_003,2124,424
17091,"Kankakee County, Illinois",B25077_001,152800,2909
17093,"Kendall County, Illinois",B01001H_001,86955,231
17093,"Kendall County, Illinois",B01002_001,35.5,0.3
17093,"Kendall County, Illinois",B02001_001,127583,NA
17093,"Kendall County, Illinois",B02001_002,100146,1413
17093,"Kendall County, Illinois",B07001_017,111725,1835
17093,"Kendall County, Illinois",B07011_001,42266,2198
17093,"Kendall County, Illinois",B15003_001,81001,252
17093,"Kendall County, Illinois",B15003_017,16859,1342
17093,"Kendall County, Illinois",B15003_018,1999,408
17093,"Kendall County, Illinois",B15003_019,6763,866
17093,"Kendall County, Illinois",B15003_020,11292,1076
17093,"Kendall County, Illinois",B15003_021,8783,1194
17093,"Kendall County, Illinois",B15003_022,18732,1607
17093,"Kendall County, Illinois",B15003_023,8957,1188
17093,"Kendall County, Illinois",B15003_024,735,332
17093,"Kendall County, Illinois",B15003_025,636,226
17093,"Kendall County, Illinois",B17001_001,127192,112
17093,"Kendall County, Illinois",B19301_001,36504,1170
17093,"Kendall County, Illinois",B25002_001,42378,47
17093,"Kendall County, Illinois",B25002_003,980,350
17093,"Kendall County, Illinois",B25007_001,41398,354
17093,"Kendall County, Illinois",B25007_002,34563,814
17093,"Kendall County, Illinois",B25024_001,42378,47
17093,"Kendall County, Illinois",B25024_002,32070,924
17093,"Kendall County, Illinois",B25024_003,6811,836
17093,"Kendall County, Illinois",B25077_001,243700,5701
17095,"Knox County, Illinois",B01001H_001,41226,61
17095,"Knox County, Illinois",B01002_001,42,0.4
17095,"Knox County, Illinois",B02001_001,50052,NA
17095,"Knox County, Illinois",B02001_002,42893,297
17095,"Knox County, Illinois",B07001_017,44962,481
17095,"Knox County, Illinois",B07011_001,25432,891
17095,"Knox County, Illinois",B15003_001,34885,202
17095,"Knox County, Illinois",B15003_017,9747,576
17095,"Knox County, Illinois",B15003_018,2556,309
17095,"Knox County, Illinois",B15003_019,2831,273
17095,"Knox County, Illinois",B15003_020,5086,403
17095,"Knox County, Illinois",B15003_021,4011,496
17095,"Knox County, Illinois",B15003_022,4317,388
17095,"Knox County, Illinois",B15003_023,1862,268
17095,"Knox County, Illinois",B15003_024,338,106
17095,"Knox County, Illinois",B15003_025,180,88
17095,"Knox County, Illinois",B17001_001,45810,371
17095,"Knox County, Illinois",B19301_001,24804,1099
17095,"Knox County, Illinois",B25002_001,23890,178
17095,"Knox County, Illinois",B25002_003,3462,360
17095,"Knox County, Illinois",B25007_001,20428,399
17095,"Knox County, Illinois",B25007_002,13584,431
17095,"Knox County, Illinois",B25024_001,23890,178
17095,"Knox County, Illinois",B25024_002,18489,390
17095,"Knox County, Illinois",B25024_003,317,102
17095,"Knox County, Illinois",B25077_001,83700,2220
17097,"Lake County, Illinois",B01001H_001,425678,527
17097,"Lake County, Illinois",B01002_001,38.5,0.2
17097,"Lake County, Illinois",B02001_001,699682,NA
17097,"Lake County, Illinois",B02001_002,508761,2899
17097,"Lake County, Illinois",B07001_017,604696,3784
17097,"Lake County, Illinois",B07011_001,38923,622
17097,"Lake County, Illinois",B15003_001,458751,162
17097,"Lake County, Illinois",B15003_017,79647,2252
17097,"Lake County, Illinois",B15003_018,12553,791
17097,"Lake County, Illinois",B15003_019,26966,1185
17097,"Lake County, Illinois",B15003_020,56118,2209
17097,"Lake County, Illinois",B15003_021,29965,1248
17097,"Lake County, Illinois",B15003_022,123494,2196
17097,"Lake County, Illinois",B15003_023,63297,1771
17097,"Lake County, Illinois",B15003_024,16071,1025
17097,"Lake County, Illinois",B15003_025,8413,538
17097,"Lake County, Illinois",B17001_001,682049,929
17097,"Lake County, Illinois",B19301_001,47223,543
17097,"Lake County, Illinois",B25002_001,264681,366
17097,"Lake County, Illinois",B25002_003,15997,982
17097,"Lake County, Illinois",B25007_001,248684,1072
17097,"Lake County, Illinois",B25007_002,182892,1613
17097,"Lake County, Illinois",B25024_001,264681,366
17097,"Lake County, Illinois",B25024_002,177509,1584
17097,"Lake County, Illinois",B25024_003,26231,1028
17097,"Lake County, Illinois",B25077_001,271700,3062
17099,"LaSalle County, Illinois",B01001H_001,92632,169
17099,"LaSalle County, Illinois",B01002_001,42.1,0.3
17099,"LaSalle County, Illinois",B02001_001,108998,NA
17099,"LaSalle County, Illinois",B02001_002,99582,543
17099,"LaSalle County, Illinois",B07001_017,95729,923
17099,"LaSalle County, Illinois",B07011_001,31078,686
17099,"LaSalle County, Illinois",B15003_001,76942,112
17099,"LaSalle County, Illinois",B15003_017,23183,858
17099,"LaSalle County, Illinois",B15003_018,4307,434
17099,"LaSalle County, Illinois",B15003_019,7766,569
17099,"LaSalle County, Illinois",B15003_020,11190,647
17099,"LaSalle County, Illinois",B15003_021,8360,505
17099,"LaSalle County, Illinois",B15003_022,9325,691
17099,"LaSalle County, Illinois",B15003_023,3809,385
17099,"LaSalle County, Illinois",B15003_024,561,131
17099,"LaSalle County, Illinois",B15003_025,441,129
17099,"LaSalle County, Illinois",B17001_001,105323,435
17099,"LaSalle County, Illinois",B19301_001,31020,783
17099,"LaSalle County, Illinois",B25002_001,50120,166
17099,"LaSalle County, Illinois",B25002_003,5031,489
17099,"LaSalle County, Illinois",B25007_001,45089,525
17099,"LaSalle County, Illinois",B25007_002,32605,594
17099,"LaSalle County, Illinois",B25024_001,50120,166
17099,"LaSalle County, Illinois",B25024_002,39654,655
17099,"LaSalle County, Illinois",B25024_003,1153,182
17099,"LaSalle County, Illinois",B25077_001,130600,3350
17101,"Lawrence County, Illinois",B01001H_001,13398,27
17101,"Lawrence County, Illinois",B01002_001,41.6,1.3
17101,"Lawrence County, Illinois",B02001_001,15830,NA
17101,"Lawrence County, Illinois",B02001_002,13774,105
17101,"Lawrence County, Illinois",B07001_017,13112,356
17101,"Lawrence County, Illinois",B07011_001,27404,1543
17101,"Lawrence County, Illinois",B15003_001,11574,107
17101,"Lawrence County, Illinois",B15003_017,3242,345
17101,"Lawrence County, Illinois",B15003_018,989,214
17101,"Lawrence County, Illinois",B15003_019,956,183
17101,"Lawrence County, Illinois",B15003_020,1450,151
17101,"Lawrence County, Illinois",B15003_021,1581,268
17101,"Lawrence County, Illinois",B15003_022,1071,189
17101,"Lawrence County, Illinois",B15003_023,449,126
17101,"Lawrence County, Illinois",B15003_024,64,49
17101,"Lawrence County, Illinois",B15003_025,31,35
17101,"Lawrence County, Illinois",B17001_001,13445,427
17101,"Lawrence County, Illinois",B19301_001,26233,2034
17101,"Lawrence County, Illinois",B25002_001,7175,194
17101,"Lawrence County, Illinois",B25002_003,1009,232
17101,"Lawrence County, Illinois",B25007_001,6166,330
17101,"Lawrence County, Illinois",B25007_002,4406,243
17101,"Lawrence County, Illinois",B25024_001,7175,194
17101,"Lawrence County, Illinois",B25024_002,5424,263
17101,"Lawrence County, Illinois",B25024_003,23,26
17101,"Lawrence County, Illinois",B25077_001,80500,4597
17103,"Lee County, Illinois",B01001H_001,29391,40
17103,"Lee County, Illinois",B01002_001,43.5,0.6
17103,"Lee County, Illinois",B02001_001,34204,NA
17103,"Lee County, Illinois",B02001_002,30715,191
17103,"Lee County, Illinois",B07001_017,29345,588
17103,"Lee County, Illinois",B07011_001,31563,1855
17103,"Lee County, Illinois",B15003_001,25052,105
17103,"Lee County, Illinois",B15003_017,6984,433
17103,"Lee County, Illinois",B15003_018,1601,264
17103,"Lee County, Illinois",B15003_019,2092,256
17103,"Lee County, Illinois",B15003_020,4247,496
17103,"Lee County, Illinois",B15003_021,2836,296
17103,"Lee County, Illinois",B15003_022,3096,339
17103,"Lee County, Illinois",B15003_023,1209,179
17103,"Lee County, Illinois",B15003_024,295,127
17103,"Lee County, Illinois",B15003_025,88,56
17103,"Lee County, Illinois",B17001_001,30901,361
17103,"Lee County, Illinois",B19301_001,29343,1381
17103,"Lee County, Illinois",B25002_001,15086,168
17103,"Lee County, Illinois",B25002_003,1452,253
17103,"Lee County, Illinois",B25007_001,13634,297
17103,"Lee County, Illinois",B25007_002,9485,372
17103,"Lee County, Illinois",B25024_001,15086,168
17103,"Lee County, Illinois",B25024_002,11836,341
17103,"Lee County, Illinois",B25024_003,285,92
17103,"Lee County, Illinois",B25077_001,122600,6104
17105,"Livingston County, Illinois",B01001H_001,31792,61
17105,"Livingston County, Illinois",B01002_001,41.6,0.7
17105,"Livingston County, Illinois",B02001_001,35757,NA
17105,"Livingston County, Illinois",B02001_002,32804,179
17105,"Livingston County, Illinois",B07001_017,31663,448
17105,"Livingston County, Illinois",B07011_001,31186,1019
17105,"Livingston County, Illinois",B15003_001,25269,140
17105,"Livingston County, Illinois",B15003_017,8989,519
17105,"Livingston County, Illinois",B15003_018,1646,208
17105,"Livingston County, Illinois",B15003_019,2023,229
17105,"Livingston County, Illinois",B15003_020,3736,316
17105,"Livingston County, Illinois",B15003_021,2100,292
17105,"Livingston County, Illinois",B15003_022,2817,301
17105,"Livingston County, Illinois",B15003_023,981,181
17105,"Livingston County, Illinois",B15003_024,266,120
17105,"Livingston County, Illinois",B15003_025,128,68
17105,"Livingston County, Illinois",B17001_001,33571,277
17105,"Livingston County, Illinois",B19301_001,29646,1173
17105,"Livingston County, Illinois",B25002_001,15884,158
17105,"Livingston County, Illinois",B25002_003,1518,216
17105,"Livingston County, Illinois",B25007_001,14366,284
17105,"Livingston County, Illinois",B25007_002,10333,371
17105,"Livingston County, Illinois",B25024_001,15884,158
17105,"Livingston County, Illinois",B25024_002,12767,288
17105,"Livingston County, Illinois",B25024_003,243,89
17105,"Livingston County, Illinois",B25077_001,114000,3696
17107,"Logan County, Illinois",B01001H_001,24807,16
17107,"Logan County, Illinois",B01002_001,40,0.6
17107,"Logan County, Illinois",B02001_001,28818,NA
17107,"Logan County, Illinois",B02001_002,25561,106
17107,"Logan County, Illinois",B07001_017,24197,483
17107,"Logan County, Illinois",B07011_001,31358,942
17107,"Logan County, Illinois",B15003_001,20138,125
17107,"Logan County, Illinois",B15003_017,6096,360
17107,"Logan County, Illinois",B15003_018,1273,172
17107,"Logan County, Illinois",B15003_019,1801,218
17107,"Logan County, Illinois",B15003_020,3150,236
17107,"Logan County, Illinois",B15003_021,1861,219
17107,"Logan County, Illinois",B15003_022,2676,268
17107,"Logan County, Illinois",B15003_023,1018,145
17107,"Logan County, Illinois",B15003_024,152,88
17107,"Logan County, Illinois",B15003_025,88,54
17107,"Logan County, Illinois",B17001_001,24912,374
17107,"Logan County, Illinois",B19301_001,29377,1746
17107,"Logan County, Illinois",B25002_001,12040,174
17107,"Logan County, Illinois",B25002_003,1082,168
17107,"Logan County, Illinois",B25007_001,10958,247
17107,"Logan County, Illinois",B25007_002,7815,297
17107,"Logan County, Illinois",B25024_001,12040,174
17107,"Logan County, Illinois",B25024_002,9737,248
17107,"Logan County, Illinois",B25024_003,160,58
17107,"Logan County, Illinois",B25077_001,107600,4765
17109,"McDonough County, Illinois",B01001H_001,26341,86
17109,"McDonough County, Illinois",B01002_001,33.7,0.4
17109,"McDonough County, Illinois",B02001_001,30107,NA
17109,"McDonough County, Illinois",B02001_002,26907,153
17109,"McDonough County, Illinois",B07001_017,22908,685
17109,"McDonough County, Illinois",B07011_001,21583,1765
17109,"McDonough County, Illinois",B15003_001,18156,119
17109,"McDonough County, Illinois",B15003_017,4975,405
17109,"McDonough County, Illinois",B15003_018,615,156
17109,"McDonough County, Illinois",B15003_019,1336,191
17109,"McDonough County, Illinois",B15003_020,2553,378
17109,"McDonough County, Illinois",B15003_021,1931,276
17109,"McDonough County, Illinois",B15003_022,2896,329
17109,"McDonough County, Illinois",B15003_023,2083,381
17109,"McDonough County, Illinois",B15003_024,179,88
17109,"McDonough County, Illinois",B15003_025,721,148
17109,"McDonough County, Illinois",B17001_001,26824,282
17109,"McDonough County, Illinois",B19301_001,25219,1661
17109,"McDonough County, Illinois",B25002_001,14392,124
17109,"McDonough County, Illinois",B25002_003,2819,401
17109,"McDonough County, Illinois",B25007_001,11573,398
17109,"McDonough County, Illinois",B25007_002,7323,330
17109,"McDonough County, Illinois",B25024_001,14392,124
17109,"McDonough County, Illinois",B25024_002,9437,282
17109,"McDonough County, Illinois",B25024_003,670,158
17109,"McDonough County, Illinois",B25077_001,91700,5113
17111,"McHenry County, Illinois",B01001H_001,246788,588
17111,"McHenry County, Illinois",B01002_001,40.2,0.2
17111,"McHenry County, Illinois",B02001_001,307291,NA
17111,"McHenry County, Illinois",B02001_002,278676,1388
17111,"McHenry County, Illinois",B07001_017,271755,2053
17111,"McHenry County, Illinois",B07011_001,40383,789
17111,"McHenry County, Illinois",B15003_001,209283,163
17111,"McHenry County, Illinois",B15003_017,47926,1546
17111,"McHenry County, Illinois",B15003_018,6173,660
17111,"McHenry County, Illinois",B15003_019,16107,845
17111,"McHenry County, Illinois",B15003_020,32340,1423
17111,"McHenry County, Illinois",B15003_021,18992,1043
17111,"McHenry County, Illinois",B15003_022,49360,1512
17111,"McHenry County, Illinois",B15003_023,19171,1059
17111,"McHenry County, Illinois",B15003_024,3289,446
17111,"McHenry County, Illinois",B15003_025,1905,397
17111,"McHenry County, Illinois",B17001_001,304687,534
17111,"McHenry County, Illinois",B19301_001,40545,799
17111,"McHenry County, Illinois",B25002_001,118900,190
17111,"McHenry County, Illinois",B25002_003,5631,599
17111,"McHenry County, Illinois",B25007_001,113269,608
17111,"McHenry County, Illinois",B25007_002,90779,993
17111,"McHenry County, Illinois",B25024_001,118900,190
17111,"McHenry County, Illinois",B25024_002,91578,1024
17111,"McHenry County, Illinois",B25024_003,12110,753
17111,"McHenry County, Illinois",B25077_001,234000,3180
17113,"McLean County, Illinois",B01001H_001,136202,252
17113,"McLean County, Illinois",B01002_001,33.3,0.2
17113,"McLean County, Illinois",B02001_001,172164,NA
17113,"McLean County, Illinois",B02001_002,142367,471
17113,"McLean County, Illinois",B07001_017,143491,1696
17113,"McLean County, Illinois",B07011_001,34713,808
17113,"McLean County, Illinois",B15003_001,105002,55
17113,"McLean County, Illinois",B15003_017,21541,902
17113,"McLean County, Illinois",B15003_018,3756,374
17113,"McLean County, Illinois",B15003_019,6279,536
17113,"McLean County, Illinois",B15003_020,14141,879
17113,"McLean County, Illinois",B15003_021,8522,590
17113,"McLean County, Illinois",B15003_022,30851,914
17113,"McLean County, Illinois",B15003_023,11640,647
17113,"McLean County, Illinois",B15003_024,2312,516
17113,"McLean County, Illinois",B15003_025,2003,266
17113,"McLean County, Illinois",B17001_001,163631,941
17113,"McLean County, Illinois",B19301_001,34496,929
17113,"McLean County, Illinois",B25002_001,72580,363
17113,"McLean County, Illinois",B25002_003,6355,596
17113,"McLean County, Illinois",B25007_001,66225,689
17113,"McLean County, Illinois",B25007_002,43005,812
17113,"McLean County, Illinois",B25024_001,72580,363
17113,"McLean County, Illinois",B25024_002,43855,782
17113,"McLean County, Illinois",B25024_003,3803,454
17113,"McLean County, Illinois",B25077_001,166400,2317
17115,"Macon County, Illinois",B01001H_001,79270,100
17115,"Macon County, Illinois",B01002_001,41.1,0.3
17115,"Macon County, Illinois",B02001_001,104688,NA
17115,"Macon County, Illinois",B02001_002,80865,179
17115,"Macon County, Illinois",B07001_017,87392,1272
17115,"Macon County, Illinois",B07011_001,30147,810
17115,"Macon County, Illinois",B15003_001,72285,97
17115,"Macon County, Illinois",B15003_017,20315,878
17115,"Macon County, Illinois",B15003_018,4500,419
17115,"Macon County, Illinois",B15003_019,6327,476
17115,"Macon County, Illinois",B15003_020,11377,680
17115,"Macon County, Illinois",B15003_021,6421,537
17115,"Macon County, Illinois",B15003_022,11316,769
17115,"Macon County, Illinois",B15003_023,4338,409
17115,"Macon County, Illinois",B15003_024,875,182
17115,"Macon County, Illinois",B15003_025,515,142
17115,"Macon County, Illinois",B17001_001,101042,417
17115,"Macon County, Illinois",B19301_001,30681,1021
17115,"Macon County, Illinois",B25002_001,50364,182
17115,"Macon County, Illinois",B25002_003,6554,517
17115,"Macon County, Illinois",B25007_001,43810,558
17115,"Macon County, Illinois",B25007_002,30265,690
17115,"Macon County, Illinois",B25024_001,50364,182
17115,"Macon County, Illinois",B25024_002,39166,607
17115,"Macon County, Illinois",B25024_003,898,199
17115,"Macon County, Illinois",B25077_001,103100,2823
17117,"Macoupin County, Illinois",B01001H_001,43319,78
17117,"Macoupin County, Illinois",B01002_001,43.9,0.4
17117,"Macoupin County, Illinois",B02001_001,45243,NA
17117,"Macoupin County, Illinois",B02001_002,43601,95
17117,"Macoupin County, Illinois",B07001_017,40203,594
17117,"Macoupin County, Illinois",B07011_001,29242,1774
17117,"Macoupin County, Illinois",B15003_001,32156,73
17117,"Macoupin County, Illinois",B15003_017,11086,520
17117,"Macoupin County, Illinois",B15003_018,1791,249
17117,"Macoupin County, Illinois",B15003_019,3102,373
17117,"Macoupin County, Illinois",B15003_020,4227,327
17117,"Macoupin County, Illinois",B15003_021,3294,289
17117,"Macoupin County, Illinois",B15003_022,4059,408
17117,"Macoupin County, Illinois",B15003_023,1483,280
17117,"Macoupin County, Illinois",B15003_024,296,125
17117,"Macoupin County, Illinois",B15003_025,103,53
17117,"Macoupin County, Illinois",B17001_001,44290,161
17117,"Macoupin County, Illinois",B19301_001,28726,936
17117,"Macoupin County, Illinois",B25002_001,21769,77
17117,"Macoupin County, Illinois",B25002_003,3192,322
17117,"Macoupin County, Illinois",B25007_001,18577,337
17117,"Macoupin County, Illinois",B25007_002,13986,408
17117,"Macoupin County, Illinois",B25024_001,21769,77
17117,"Macoupin County, Illinois",B25024_002,17759,386
17117,"Macoupin County, Illinois",B25024_003,155,88
17117,"Macoupin County, Illinois",B25077_001,102900,4925
17119,"Madison County, Illinois",B01001H_001,223418,415
17119,"Madison County, Illinois",B01002_001,40.3,0.2
17119,"Madison County, Illinois",B02001_001,264403,NA
17119,"Madison County, Illinois",B02001_002,229173,568
17119,"Madison County, Illinois",B07001_017,226638,2078
17119,"Madison County, Illinois",B07011_001,33122,796
17119,"Madison County, Illinois",B15003_001,185257,118
17119,"Madison County, Illinois",B15003_017,44494,1503
17119,"Madison County, Illinois",B15003_018,8977,706
17119,"Madison County, Illinois",B15003_019,15143,967
17119,"Madison County, Illinois",B15003_020,31779,1289
17119,"Madison County, Illinois",B15003_021,19940,1036
17119,"Madison County, Illinois",B15003_022,32264,1229
17119,"Madison County, Illinois",B15003_023,14660,919
17119,"Madison County, Illinois",B15003_024,2373,328
17119,"Madison County, Illinois",B15003_025,2123,323
17119,"Madison County, Illinois",B17001_001,258701,762
17119,"Madison County, Illinois",B19301_001,33599,642
17119,"Madison County, Illinois",B25002_001,119660,297
17119,"Madison County, Illinois",B25002_003,11231,936
17119,"Madison County, Illinois",B25007_001,108429,965
17119,"Madison County, Illinois",B25007_002,78424,1286
17119,"Madison County, Illinois",B25024_001,119660,297
17119,"Madison County, Illinois",B25024_002,94263,1137
17119,"Madison County, Illinois",B25024_003,2598,354
17119,"Madison County, Illinois",B25077_001,138500,2423
17121,"Marion County, Illinois",B01001H_001,34013,161
17121,"Marion County, Illinois",B01002_001,42.4,0.3
17121,"Marion County, Illinois",B02001_001,37524,NA
17121,"Marion County, Illinois",B02001_002,34429,196
17121,"Marion County, Illinois",B07001_017,32231,506
17121,"Marion County, Illinois",B07011_001,27968,1696
17121,"Marion County, Illinois",B15003_001,26188,105
17121,"Marion County, Illinois",B15003_017,7424,423
17121,"Marion County, Illinois",B15003_018,1534,218
17121,"Marion County, Illinois",B15003_019,2534,254
17121,"Marion County, Illinois",B15003_020,4481,362
17121,"Marion County, Illinois",B15003_021,3208,309
17121,"Marion County, Illinois",B15003_022,2731,313
17121,"Marion County, Illinois",B15003_023,1167,196
17121,"Marion County, Illinois",B15003_024,237,67
17121,"Marion County, Illinois",B15003_025,111,67
17121,"Marion County, Illinois",B17001_001,36375,221
17121,"Marion County, Illinois",B19301_001,26853,1085
17121,"Marion County, Illinois",B25002_001,18272,82
17121,"Marion County, Illinois",B25002_003,2146,234
17121,"Marion County, Illinois",B25007_001,16126,256
17121,"Marion County, Illinois",B25007_002,12022,296
17121,"Marion County, Illinois",B25024_001,18272,82
17121,"Marion County, Illinois",B25024_002,12918,293
17121,"Marion County, Illinois",B25024_003,51,30
17121,"Marion County, Illinois",B25077_001,81600,2874
17123,"Marshall County, Illinois",B01001H_001,10885,40
17123,"Marshall County, Illinois",B01002_001,46.4,0.3
17123,"Marshall County, Illinois",B02001_001,11562,NA
17123,"Marshall County, Illinois",B02001_002,11133,66
17123,"Marshall County, Illinois",B07001_017,10320,176
17123,"Marshall County, Illinois",B07011_001,29963,1297
17123,"Marshall County, Illinois",B15003_001,8379,36
17123,"Marshall County, Illinois",B15003_017,2738,184
17123,"Marshall County, Illinois",B15003_018,461,93
17123,"Marshall County, Illinois",B15003_019,942,128
17123,"Marshall County, Illinois",B15003_020,1208,171
17123,"Marshall County, Illinois",B15003_021,868,123
17123,"Marshall County, Illinois",B15003_022,1155,142
17123,"Marshall County, Illinois",B15003_023,273,64
17123,"Marshall County, Illinois",B15003_024,65,32
17123,"Marshall County, Illinois",B15003_025,31,20
17123,"Marshall County, Illinois",B17001_001,11084,133
17123,"Marshall County, Illinois",B19301_001,29533,1158
17123,"Marshall County, Illinois",B25002_001,5919,54
17123,"Marshall County, Illinois",B25002_003,997,164
