GEOID,NAME,variable,estimate,moe
17041,"Douglas County, Illinois",B25002_001,8469,54
17041,"Douglas County, Illinois",B25002_003,869,160
17041,"Douglas County, Illinois",B25007_001,7600,174
17041,"Douglas County, Illinois",B25007_002,5767,213
17041,"Douglas County, Illinois",B25024_001,8469,54
17041,"Douglas County, Illinois",B25024_002,6880,192
17041,"Douglas County, Illinois",B25024_003,156,65
17041,"Douglas County, Illinois",B25077_001,120500,6694
17043,"DuPage County, Illinois",B01001H_001,612736,692
17043,"DuPage County, Illinois",B01002_001,39.5,0.2
17043,"DuPage County, Illinois",B02001_001,926005,NA
17043,"DuPage County, Illinois",B02001_002,690385,2627
17043,"DuPage County, Illinois",B07001_017,809935,3599
17043,"DuPage County, Illinois",B07011_001,43245,404
17043,"DuPage County, Illinois",B15003_001,636291,108
17043,"DuPage County, Illinois",B15003_017,102553,2783
17043,"DuPage County, Illinois",B15003_018,13141,967
17043,"DuPage County, Illinois",B15003_019,35783,1253
17043,"DuPage County, Illinois",B15003_020,75924,2309
17043,"DuPage County, Illinois",B15003_021,46012,1542
17043,"DuPage County, Illinois",B15003_022,194631,2935
17043,"DuPage County, Illinois",B15003_023,92538,2105
17043,"DuPage County, Illinois",B15003_024,21014,950
17043,"DuPage County, Illinois",B15003_025,11869,746
17043,"DuPage County, Illinois",B17001_001,913236,826
17043,"DuPage County, Illinois",B19301_001,47501,447
17043,"DuPage County, Illinois",B25002_001,361221,318
17043,"DuPage County, Illinois",B25002_003,16907,1211
17043,"DuPage County, Illinois",B25007_001,344314,1211
17043,"DuPage County, Illinois",B25007_002,251301,2054
17043,"DuPage County, Illinois",B25024_001,361221,318
17043,"DuPage County, Illinois",B25024_002,213430,1537
17043,"DuPage County, Illinois",B25024_003,42393,1158
17043,"DuPage County, Illinois",B25077_001,315600,2717
17045,"Edgar County, Illinois",B01001H_001,16713,19
17045,"Edgar County, Illinois",B01002_001,45.8,0.7
17045,"Edgar County, Illinois",B02001_001,17272,NA
17045,"Edgar County, Illinois",B02001_002,16767,57
17045,"Edgar County, Illinois",B07001_017,14635,395
17045,"Edgar County, Illinois",B07011_001,27443,1843
17045,"Edgar County, Illinois",B15003_001,12613,61
17045,"Edgar County, Illinois",B15003_017,3997,391
17045,"Edgar County, Illinois",B15003_018,878,168
17045,"Edgar County, Illinois",B15003_019,987,199
17045,"Edgar County, Illinois",B15003_020,1759,236
17045,"Edgar County, Illinois",B15003_021,1464,175
17045,"Edgar County, Illinois",B15003_022,1600,209
17045,"Edgar County, Illinois",B15003_023,545,142
17045,"Edgar County, Illinois",B15003_024,71,48
17045,"Edgar County, Illinois",B15003_025,52,37
17045,"Edgar County, Illinois",B17001_001,16959,144
17045,"Edgar County, Illinois",B19301_001,27775,1565
17045,"Edgar County, Illinois",B25002_001,8827,70
17045,"Edgar County, Illinois",B25002_003,976,182
17045,"Edgar County, Illinois",B25007_001,7851,198
17045,"Edgar County, Illinois",B25007_002,5838,215
17045,"Edgar County, Illinois",B25024_001,8827,70
17045,"Edgar County, Illinois",B25024_002,7180,235
17045,"Edgar County, Illinois",B25024_003,84,69
17045,"Edgar County, Illinois",B25077_001,82800,2968
17047,"Edwards County, Illinois",B01001H_001,6203,3
17047,"Edwards County, Illinois",B01002_001,44.1,0.6
17047,"Edwards County, Illinois",B02001_001,6431,NA
17047,"Edwards County, Illinois",B02001_002,6231,24
17047,"Edwards County, Illinois",B07001_017,5767,127
17047,"Edwards County, Illinois",B07011_001,30488,1371
17047,"Edwards County, Illinois",B15003_001,4531,35
17047,"Edwards County, Illinois",B15003_017,1349,131
17047,"Edwards County, Illinois",B15003_018,205,66
17047,"Edwards County, Illinois",B15003_019,463,92
17047,"Edwards County, Illinois",B15003_020,718,118
17047,"Edwards County, Illinois",B15003_021,837,117
17047,"Edwards County, Illinois",B15003_022,459,80
17047,"Edwards County, Illinois",B15003_023,113,40
17047,"Edwards County, Illinois",B15003_024,9,11
17047,"Edwards County, Illinois",B15003_025,23,17
17047,"Edwards County, Illinois",B17001_001,6308,99
17047,"Edwards County, Illinois",B19301_001,27847,1733
17047,"Edwards County, Illinois",B25002_001,3204,40
17047,"Edwards County, Illinois",B25002_003,448,92
17047,"Edwards County, Illinois",B25007_001,2756,96
17047,"Edwards County, Illinois",B25007_002,2212,98
17047,"Edwards County, Illinois",B25024_001,3204,40
17047,"Edwards County, Illinois",B25024_002,2439,110
17047,"Edwards County, Illinois",B25024_003,14,11
17047,"Edwards County, Illinois",B25077_001,81000,5652
17049,"Effingham County, Illinois",B01001H_001,32646,47
17049,"Effingham County, Illinois",B01002_001,39.5,0.5
17049,"Effingham County, Illinois",B02001_001,34151,NA
17049,"Effingham County, Illinois",B02001_002,33014,165
17049,"Effingham County, Illinois",B07001_017,29691,495
17049,"Effingham County, Illinois",B07011_001,31375,1079
17049,"Effingham County, Illinois",B15003_001,23510,57
17049,"Effingham County, Illinois",B15003_017,7017,466
17049,"Effingham County, Illinois",B15003_018,945,187
17049,"Effingham County, Illinois",B15003_019,1878,263
17049,"Effingham County, Illinois",B15003_020,3178,343
17049,"Effingham County, Illinois",B15003_021,3412,302
17049,"Effingham County, Illinois",B15003_022,3794,345
17049,"Effingham County, Illinois",B15003_023,1177,190
17049,"Effingham County, Illinois",B15003_024,366,111
17049,"Effingham County, Illinois",B15003_025,116,57
17049,"Effingham County, Illinois",B17001_001,33574,156
17049,"Effingham County, Illinois",B19301_001,32901,2015
17049,"Effingham County, Illinois",B25002_001,14936,72
17049,"Effingham County, Illinois",B25002_003,1080,211
17049,"Effingham County, Illinois",B25007_001,13856,210
17049,"Effingham County, Illinois",B25007_002,10623,285
17049,"Effingham County, Illinois",B25024_001,14936,72
17049,"Effingham County, Illinois",B25024_002,11614,272
17049,"Effingham County, Illinois",B25024_003,252,102
17049,"Effingham County, Illinois",B25077_001,151700,6911
17051,"Fayette County, Illinois",B01001H_001,19723,47
17051,"Fayette County, Illinois",B01002_001,42,0.6
17051,"Fayette County, Illinois",B02001_001,21418,NA
17051,"Fayette County, Illinois",B02001_002,20078,128
17051,"Fayette County, Illinois",B07001_017,18669,388
17051,"Fayette County, Illinois",B07011_001,24925,1332
17051,"Fayette County, Illinois",B15003_001,15208,199
17051,"Fayette County, Illinois",B15003_017,5046,320
17051,"Fayette County, Illinois",B15003_018,1030,153
17051,"Fayette County, Illinois",B15003_019,1196,160
17051,"Fayette County, Illinois",B15003_020,2159,243
17051,"Fayette County, Illinois",B15003_021,1839,225
17051,"Fayette County, Illinois",B15003_022,1355,211
17051,"Fayette County, Illinois",B15003_023,451,121
17051,"Fayette County, Illinois",B15003_024,46,28
17051,"Fayette County, Illinois",B15003_025,28,27
17051,"Fayette County, Illinois",B17001_001,19808,290
17051,"Fayette County, Illinois",B19301_001,23920,1068
17051,"Fayette County, Illinois",B25002_001,9306,115
17051,"Fayette County, Illinois",B25002_003,1388,214
17051,"Fayette County, Illinois",B25007_001,7918,243
17051,"Fayette County, Illinois",B25007_002,6440,226
17051,"Fayette County, Illinois",B25024_001,9306,115
17051,"Fayette County, Illinois",B25024_002,7306,237
17051,"Fayette County, Illinois",B25024_003,77,57
17051,"Fayette County, Illinois",B25077_001,93200,7317
17053,"Ford County, Illinois",B01001H_001,12225,55
17053,"Ford County, Illinois",B01002_001,43.2,0.7
17053,"Ford County, Illinois",B02001_001,13155,NA
17053,"Ford County, Illinois",B02001_002,12379,86
17053,"Ford County, Illinois",B07001_017,11244,344
17053,"Ford County, Illinois",B07011_001,30420,2085
17053,"Ford County, Illinois",B15003_001,9231,61
17053,"Ford County, Illinois",B15003_017,2747,198
17053,"Ford County, Illinois",B15003_018,567,140
17053,"Ford County, Illinois",B15003_019,762,138
17053,"Ford County, Illinois",B15003_020,1399,172
17053,"Ford County, Illinois",B15003_021,944,149
17053,"Ford County, Illinois",B15003_022,1285,187
17053,"Ford County, Illinois",B15003_023,641,153
17053,"Ford County, Illinois",B15003_024,26,18
17053,"Ford County, Illinois",B15003_025,45,28
17053,"Ford County, Illinois",B17001_001,12736,118
17053,"Ford County, Illinois",B19301_001,29288,1493
17053,"Ford County, Illinois",B25002_001,6335,67
17053,"Ford County, Illinois",B25002_003,511,128
17053,"Ford County, Illinois",B25007_001,5824,138
17053,"Ford County, Illinois",B25007_002,4321,170
17053,"Ford County, Illinois",B25024_001,6335,67
17053,"Ford County, Illinois",B25024_002,5237,162
17053,"Ford County, Illinois",B25024_003,81,36
17053,"Ford County, Illinois",B25077_001,98600,3757
17055,"Franklin County, Illinois",B01001H_001,36988,85
17055,"Franklin County, Illinois",B01002_001,43,0.4
17055,"Franklin County, Illinois",B02001_001,38688,NA
17055,"Franklin County, Illinois",B02001_002,37375,149
17055,"Franklin County, Illinois",B07001_017,32270,679
17055,"Franklin County, Illinois",B07011_001,23978,1122
17055,"Franklin County, Illinois",B15003_001,27414,68
17055,"Franklin County, Illinois",B15003_017,7213,431
17055,"Franklin County, Illinois",B15003_018,1786,235
17055,"Franklin County, Illinois",B15003_019,2933,268
17055,"Franklin County, Illinois",B15003_020,4640,328
17055,"Franklin County, Illinois",B15003_021,3100,290
17055,"Franklin County, Illinois",B15003_022,3265,331
17055,"Franklin County, Illinois",B15003_023,1093,195
17055,"Franklin County, Illinois",B15003_024,194,92
17055,"Franklin County, Illinois",B15003_025,110,44
17055,"Franklin County, Illinois",B17001_001,37901,180
17055,"Franklin County, Illinois",B19301_001,24642,1072
17055,"Franklin County, Illinois",B25002_001,18643,70
17055,"Franklin County, Illinois",B25002_003,2436,251
17055,"Franklin County, Illinois",B25007_001,16207,260
17055,"Franklin County, Illinois",B25007_002,12155,318
17055,"Franklin County, Illinois",B25024_001,18643,70
17055,"Franklin County, Illinois",B25024_002,14574,299
17055,"Franklin County, Illinois",B25024_003,189,109
17055,"Franklin County, Illinois",B25077_001,77000,2492
17057,"Fulton County, Illinois",B01001H_001,31747,24
17057,"Fulton County, Illinois",B01002_001,43.9,0.4
17057,"Fulton County, Illinois",B02001_001,34654,NA
17057,"Fulton County, Illinois",B02001_002,32398,95
17057,"Fulton County, Illinois",B07001_017,29960,674
17057,"Fulton County, Illinois",B07011_001,28109,1622
17057,"Fulton County, Illinois",B15003_001,25243,113
17057,"Fulton County, Illinois",B15003_017,7695,487
17057,"Fulton County, Illinois",B15003_018,1470,221
17057,"Fulton County, Illinois",B15003_019,2351,233
17057,"Fulton County, Illinois",B15003_020,3831,325
17057,"Fulton County, Illinois",B15003_021,2581,256
17057,"Fulton County, Illinois",B15003_022,3151,338
17057,"Fulton County, Illinois",B15003_023,1101,158
17057,"Fulton County, Illinois",B15003_024,313,114
17057,"Fulton County, Illinois",B15003_025,58,42
17057,"Fulton County, Illinois",B17001_001,32082,339
17057,"Fulton County, Illinois",B19301_001,29850,2010
17057,"Fulton County, Illinois",B25002_001,16340,129
17057,"Fulton County, Illinois",B25002_003,2268,287
17057,"Fulton County, Illinois",B25007_001,14072,312
17057,"Fulton County, Illinois",B25007_002,11093,349
17057,"Fulton County, Illinois",B25024_001,16340,129
17057,"Fulton County, Illinois",B25024_002,14030,236
17057,"Fulton County, Illinois",B25024_003,272,97
17057,"Fulton County, Illinois",B25077_001,92600,4647
17059,"Gallatin County, Illinois",B01001H_001,4757,12
17059,"Gallatin County, Illinois",B01002_001,45.9,1.2
17059,"Gallatin County, Illinois",B02001_001,4983,NA
17059,"Gallatin County, Illinois",B02001_002,4792,37
17059,"Gallatin County, Illinois",B07001_017,4555,169
17059,"Gallatin County, Illinois",B07011_001,27145,2554
17059,"Gallatin County, Illinois",B15003_001,3629,47
17059,"Gallatin County, Illinois",B15003_017,1210,138
17059,"Gallatin County, Illinois",B15003_018,197,66
17059,"Gallatin County, Illinois",B15003_019,377,95
17059,"Gallatin County, Illinois",B15003_020,585,133
17059,"Gallatin County, Illinois",B15003_021,354,95
17059,"Gallatin County, Illinois",B15003_022,274,82
17059,"Gallatin County, Illinois",B15003_023,108,51
17059,"Gallatin County, Illinois",B15003_024,8,7
17059,"Gallatin County, Illinois",B15003_025,29,27
17059,"Gallatin County, Illinois",B17001_001,4973,13
17059,"Gallatin County, Illinois",B19301_001,31693,6143
17059,"Gallatin County, Illinois",B25002_001,2744,36
17059,"Gallatin County, Illinois",B25002_003,470,97
17059,"Gallatin County, Illinois",B25007_001,2274,104
17059,"Gallatin County, Illinois",B25007_002,1752,120
17059,"Gallatin County, Illinois",B25024_001,2744,36
17059,"Gallatin County, Illinois",B25024_002,1853,143
17059,"Gallatin County, Illinois",B25024_003,25,25
17059,"Gallatin County, Illinois",B25077_001,76400,4207
17061,"Greene County, Illinois",B01001H_001,12506,14
17061,"Greene County, Illinois",B01002_001,42.5,0.7
17061,"Greene County, Illinois",B02001_001,12988,NA
17061,"Greene County, Illinois",B02001_002,12571,45
17061,"Greene County, Illinois",B07001_017,11750,226
17061,"Greene County, Illinois",B07011_001,27248,1936
17061,"Greene County, Illinois",B15003_001,9238,43
17061,"Greene County, Illinois",B15003_017,3626,259
17061,"Greene County, Illinois",B15003_018,667,143
17061,"Greene County, Illinois",B15003_019,643,115
17061,"Greene County, Illinois",B15003_020,1293,173
17061,"Greene County, Illinois",B15003_021,929,146
17061,"Greene County, Illinois",B15003_022,1020,142
17061,"Greene County, Illinois",B15003_023,316,95
17061,"Greene County, Illinois",B15003_024,29,28
17061,"Greene County, Illinois",B15003_025,49,51
17061,"Greene County, Illinois",B17001_001,12677,83
17061,"Greene County, Illinois",B19301_001,27105,1967
17061,"Greene County, Illinois",B25002_001,6425,36
17061,"Greene County, Illinois",B25002_003,1441,165
17061,"Greene County, Illinois",B25007_001,4984,164
17061,"Greene County, Illinois",B25007_002,3865,177
17061,"Greene County, Illinois",B25024_001,6425,36
17061,"Greene County, Illinois",B25024_002,5356,149
17061,"Greene County, Illinois",B25024_003,28,20
17061,"Greene County, Illinois",B25077_001,83400,4943
17063,"Grundy County, Illinois",B01001H_001,43546,186
17063,"Grundy County, Illinois",B01002_001,38.1,0.7
17063,"Grundy County, Illinois",B02001_001,50798,NA
17063,"Grundy County, Illinois",B02001_002,47190,511
17063,"Grundy County, Illinois",B07001_017,45081,713
17063,"Grundy County, Illinois",B07011_001,40051,1383
17063,"Grundy County, Illinois",B15003_001,33937,199
17063,"Grundy County, Illinois",B15003_017,9442,551
17063,"Grundy County, Illinois",B15003_018,1324,258
17063,"Grundy County, Illinois",B15003_019,2855,370
17063,"Grundy County, Illinois",B15003_020,6305,589
17063,"Grundy County, Illinois",B15003_021,3196,378
17063,"Grundy County, Illinois",B15003_022,5657,503
17063,"Grundy County, Illinois",B15003_023,2559,397
17063,"Grundy County, Illinois",B15003_024,198,86
17063,"Grundy County, Illinois",B15003_025,214,95
17063,"Grundy County, Illinois",B17001_001,50158,247
17063,"Grundy County, Illinois",B19301_001,35483,1072
17063,"Grundy County, Illinois",B25002_001,21113,94
17063,"Grundy County, Illinois",B25002_003,1042,264
17063,"Grundy County, Illinois",B25007_001,20071,294
17063,"Grundy County, Illinois",B25007_002,14619,438
17063,"Grundy County, Illinois",B25024_001,21113,94
17063,"Grundy County, Illinois",B25024_002,15225,408
17063,"Grundy County, Illinois",B25024_003,2096,319
17063,"Grundy County, Illinois",B25077_001,199800,6013
17065,"Hamilton County, Illinois",B01001H_001,7811,17
17065,"Hamilton County, Illinois",B01002_001,44.3,0.8
17065,"Hamilton County, Illinois",B02001_001,8151,NA
17065,"Hamilton County, Illinois",B02001_002,7883,70
17065,"Hamilton County, Illinois",B07001_017,7507,260
17065,"Hamilton County, Illinois",B07011_001,29603,4515
17065,"Hamilton County, Illinois",B15003_001,5826,68
17065,"Hamilton County, Illinois",B15003_017,1552,239
17065,"Hamilton County, Illinois",B15003_018,221,88
17065,"Hamilton County, Illinois",B15003_019,435,130
17065,"Hamilton County, Illinois",B15003_020,1002,239
17065,"Hamilton County, Illinois",B15003_021,595,139
17065,"Hamilton County, Illinois",B15003_022,727,161
17065,"Hamilton County, Illinois",B15003_023,439,121
17065,"Hamilton County, Illinois",B15003_024,36,34
17065,"Hamilton County, Illinois",B15003_025,33,38
17065,"Hamilton County, Illinois",B17001_001,8071,76
17065,"Hamilton County, Illinois",B19301_001,28046,2895
17065,"Hamilton County, Illinois",B25002_001,4118,38
17065,"Hamilton County, Illinois",B25002_003,752,195
17065,"Hamilton County, Illinois",B25007_001,3366,201
17065,"Hamilton County, Illinois",B25007_002,2616,199
17065,"Hamilton County, Illinois",B25024_001,4118,38
17065,"Hamilton County, Illinois",B25024_002,3168,173
17065,"Hamilton County, Illinois",B25024_003,1,4
17065,"Hamilton County, Illinois",B25077_001,104900,12355
17067,"Hancock County, Illinois",B01001H_001,17051,84
17067,"Hancock County, Illinois",B01002_001,45.7,0.4
17067,"Hancock County, Illinois",B02001_001,17820,NA
17067,"Hancock County, Illinois",B02001_002,17215,92
17067,"Hancock County, Illinois",B07001_017,16302,253
17067,"Hancock County, Illinois",B07011_001,30245,1397
17067,"Hancock County, Illinois",B15003_001,12883,84
17067,"Hancock County, Illinois",B15003_017,4122,257
17067,"Hancock County, Illinois",B15003_018,540,101
17067,"Hancock County, Illinois",B15003_019,1027,181
17067,"Hancock County, Illinois",B15003_020,1856,183
17067,"Hancock County, Illinois",B15003_021,1623,146
17067,"Hancock County, Illinois",B15003_022,2033,270
17067,"Hancock County, Illinois",B15003_023,616,115
17067,"Hancock County, Illinois",B15003_024,112,50
17067,"Hancock County, Illinois",B15003_025,109,55
17067,"Hancock County, Illinois",B17001_001,17605,103
17067,"Hancock County, Illinois",B19301_001,30405,1805
17067,"Hancock County, Illinois",B25002_001,9248,63
17067,"Hancock County, Illinois",B25002_003,1706,198
17067,"Hancock County, Illinois",B25007_001,7542,199
17067,"Hancock County, Illinois",B25007_002,6152,231
17067,"Hancock County, Illinois",B25024_001,9248,63
17067,"Hancock County, Illinois",B25024_002,7645,211
17067,"Hancock County, Illinois",B25024_003,153,88
17067,"Hancock County, Illinois",B25077_001,88500,3360
17069,"Hardin County, Illinois",B01001H_001,3737,50
17069,"Hardin County, Illinois",B01002_001,48.8,2.4
17069,"Hardin County, Illinois",B02001_001,3890,NA
17069,"Hardin County, Illinois",B02001_002,3767,47
17069,"Hardin County, Illinois",B07001_017,3255,154
17069,"Hardin County, Illinois",B07011_001,24543,2167
17069,"Hardin County, Illinois",B15003_001,3014,99
17069,"Hardin County, Illinois",B15003_017,1033,138
17069,"Hardin County, Illinois",B15003_018,55,42
17069,"Hardin County, Illinois",B15003_019,331,105
17069,"Hardin County, Illinois",B15003_020,365,98
17069,"Hardin County, Illinois",B15003_021,492,137
17069,"Hardin County, Illinois",B15003_022,225,74
17069,"Hardin County, Illinois",B15003_023,80,49
17069,"Hardin County, Illinois",B15003_024,23,22
17069,"Hardin County, Illinois",B15003_025,10,15
17069,"Hardin County, Illinois",B17001_001,3799,40
17069,"Hardin County, Illinois",B19301_001,27720,4491
17069,"Hardin County, Illinois",B25002_001,2347,118
17069,"Hardin County, Illinois",B25002_003,832,113
17069,"Hardin County, Illinois",B25007_001,1515,151
17069,"Hardin County, Illinois",B25007_002,1194,131
17069,"Hardin County, Illinois",B25024_001,2347,118
17069,"Hardin County, Illinois",B25024_002,1709,127
17069,"Hardin County, Illinois",B25024_003,13,16
17069,"Hardin County, Illinois",B25077_001,77500,7172
17071,"Henderson County, Illinois",B01001H_001,6434,23
17071,"Henderson County, Illinois",B01002_001,50.8,0.8
17071,"Henderson County, Illinois",B02001_001,6737,NA
17071,"Henderson County, Illinois",B02001_002,6546,31
17071,"Henderson County, Illinois",B07001_017,6197,147
17071,"Henderson County, Illinois",B07011_001,29453,3979
17071,"Henderson County, Illinois",B15003_001,5047,37
17071,"Henderson County, Illinois",B15003_017,1842,151
17071,"Henderson County, Illinois",B15003_018,268,73
17071,"Henderson County, Illinois",B15003_019,341,81
17071,"Henderson County, Illinois",B15003_020,775,112
17071,"Henderson County, Illinois",B15003_021,533,110
17071,"Henderson County, Illinois",B15003_022,662,136
17071,"Henderson County, Illinois",B15003_023,168,61
17071,"Henderson County, Illinois",B15003_024,2,3
17071,"Henderson County, Illinois",B15003_025,52,57
17071,"Henderson County, Illinois",B17001_001,6676,60
17071,"Henderson County, Illinois",B19301_001,31645,3786
17071,"Henderson County, Illinois",B25002_001,3872,36
17071,"Henderson County, Illinois",B25002_003,844,98
17071,"Henderson County, Illinois",B25007_001,3028,104
17071,"Henderson County, Illinois",B25007_002,2517,111
17071,"Henderson County, Illinois",B25024_001,3872,36
17071,"Henderson County, Illinois",B25024_002,3347,101
17071,"Henderson County, Illinois",B25024_003,30,35
17071,"Henderson County, Illinois",B25077_001,85800,6643
17073,"Henry County, Illinois",B01001H_001,44176,64
17073,"Henry County, Illinois",B01002_001,43.4,0.3
17073,"Henry County, Illinois",B02001_001,49032,NA
17073,"Henry County, Illinois",B02001_002,45577,334
17073,"Henry County, Illinois",B07001_017,44956,591
17073,"Henry County, Illinois",B07011_001,31448,917
17073,"Henry County, Illinois",B15003_001,34482,136
17073,"Henry County, Illinois",B15003_017,10345,636
17073,"Henry County, Illinois",B15003_018,1397,239
17073,"Henry County, Illinois",B15003_019,2737,305
17073,"Henry County, Illinois",B15003_020,4886,471
17073,"Henry County, Illinois",B15003_021,4318,395
17073,"Henry County, Illinois",B15003_022,5679,449
17073,"Henry County, Illinois",B15003_023,1893,304
17073,"Henry County, Illinois",B15003_024,486,180
17073,"Henry County, Illinois",B15003_025,130,63
17073,"Henry County, Illinois",B17001_001,48162,261
17073,"Henry County, Illinois",B19301_001,31763,1184
17073,"Henry County, Illinois",B25002_001,22168,110
17073,"Henry County, Illinois",B25002_003,2172,330
17073,"Henry County, Illinois",B25007_001,19996,336
17073,"Henry County, Illinois",B25007_002,15761,469
17073,"Henry County, Illinois",B25024_001,22168,110
17073,"Henry County, Illinois",B25024_002,19302,295
17073,"Henry County, Illinois",B25024_003,197,85
17073,"Henry County, Illinois",B25077_001,122200,5156
17075,"Iroquois County, Illinois",B01001H_001,24577,76
17075,"Iroquois County, Illinois",B01002_001,44.5,0.2
17075,"Iroquois County, Illinois",B02001_001,27437,NA
17075,"Iroquois County, Illinois",B02001_002,25309,161
17075,"Iroquois County, Illinois",B07001_017,24239,353
17075,"Iroquois County, Illinois",B07011_001,27197,925
17075,"Iroquois County, Illinois",B15003_001,19478,63
17075,"Iroquois County, Illinois",B15003_017,6712,330
17075,"Iroquois County, Illinois",B15003_018,963,147
17075,"Iroquois County, Illinois",B15003_019,1784,172
17075,"Iroquois County, Illinois",B15003_020,2796,276
17075,"Iroquois County, Illinois",B15003_021,1902,207
17075,"Iroquois County, Illinois",B15003_022,2132,224
17075,"Iroquois County, Illinois",B15003_023,716,113
17075,"Iroquois County, Illinois",B15003_024,95,39
17075,"Iroquois County, Illinois",B15003_025,57,30
17075,"Iroquois County, Illinois",B17001_001,26746,144
17075,"Iroquois County, Illinois",B19301_001,28790,971
17075,"Iroquois County, Illinois",B25002_001,13514,77
17075,"Iroquois County, Illinois",B25002_003,1669,229
17075,"Iroquois County, Illinois",B25007_001,11845,234
17075,"Iroquois County, Illinois",B25007_002,9041,298
17075,"Iroquois County, Illinois",B25024_001,13514,77
17075,"Iroquois County, Illinois",B25024_002,11016,231
17075,"Iroquois County, Illinois",B25024_003,405,115
17075,"Iroquois County, Illinois",B25077_001,107300,4418
17077,"Jackson County, Illinois",B01001H_001,42522,152
17077,"Jackson County, Illinois",B01002_001,32.1,0.3
17077,"Jackson County, Illinois",B02001_001,57517,NA
17077,"Jackson County, Illinois",B02001_002,43737,289
17077,"Jackson County, Illinois",B07001_017,43506,788
17077,"Jackson County, Illinois",B07011_001,23224,1084
17077,"Jackson County, Illinois",B15003_001,34883,205
17077,"Jackson County, Illinois",B15003_017,6642,587
17077,"Jackson County, Illinois",B15003_018,1843,274
17077,"Jackson County, Illinois",B15003_019,2144,279
17077,"Jackson County, Illinois",B15003_020,6208,518
17077,"Jackson County, Illinois",B15003_021,3083,392
17077,"Jackson County, Illinois",B15003_022,5674,402
17077,"Jackson County, Illinois",B15003_023,4312,435
17077,"Jackson County, Illinois",B15003_024,825,161
17077,"Jackson County, Illinois",B15003_025,1586,285
17077,"Jackson County, Illinois",B17001_001,53728,567
17077,"Jackson County, Illinois",B19301_001,26656,1268
17077,"Jackson County, Illinois",B25002_001,28947,238
17077,"Jackson County, Illinois",B25002_003,4739,483
17077,"Jackson County, Illinois",B25007_001,24208,512
17077,"Jackson County, Illinois",B25007_002,12202,433
17077,"Jackson County, Illinois",B25024_001,28947,238
17077,"Jackson County, Illinois",B25024_002,15339,502
17077,"Jackson County, Illinois",B25024_003,641,177
17077,"Jackson County, Illinois",B25077_001,114300,5078
17079,"Jasper County, Illinois",B01001H_001,9277,17
17079,"Jasper County, Illinois",B01002_001,44.1,0.7
17079,"Jasper County, Illinois",B02001_001,9547,NA
17079,"Jasper County, Illinois",B02001_002,9288,10
17079,"Jasper County, Illinois",B07001_017,8610,317
17079,"Jasper County, Illinois",B07011_001,28002,3442
17079,"Jasper County, Illinois",B15003_001,6694,22
17079,"Jasper County, Illinois",B15003_017,2097,228
17079,"Jasper County, Illinois",B15003_018,376,118
17079,"Jasper County, Illinois",B15003_019,626,116
17079,"Jasper County, Illinois",B15003_020,674,113
17079,"Jasper County, Illinois",B15003_021,1170,164
17079,"Jasper County, Illinois",B15003_022,816,142
17079,"Jasper County, Illinois",B15003_023,362,127
17079,"Jasper County, Illinois",B15003_024,47,40
17079,"Jasper County, Illinois",B15003_025,32,24
17079,"Jasper County, Illinois",B17001_001,9408,89
17079,"Jasper County, Illinois",B19301_001,27877,1834
17079,"Jasper County, Illinois",B25002_001,4352,27
17079,"Jasper County, Illinois",B25002_003,561,131
17079,"Jasper County, Illinois",B25007_001,3791,130
17079,"Jasper County, Illinois",B25007_002,3156,171
17079,"Jasper County, Illinois",B25024_001,4352,27
17079,"Jasper County, Illinois",B25024_002,3633,156
17079,"Jasper County, Illinois",B25024_003,77,61
17079,"Jasper County, Illinois",B25077_001,99900,10204
17081,"Jefferson County, Illinois",B01001H_001,32041,179
17081,"Jefferson County, Illinois",B01002_001,41.2,0.5
17081,"Jefferson County, Illinois",B02001_001,37774,NA
17081,"Jefferson County, Illinois",B02001_002,32594,222
17081,"Jefferson County, Illinois",B07001_017,31964,471
17081,"Jefferson County, Illinois",B07011_001,28290,1201
17081,"Jefferson County, Illinois",B15003_001,26499,175
17081,"Jefferson County, Illinois",B15003_017,6664,382
17081,"Jefferson County, Illinois",B15003_018,1584,196
17081,"Jefferson County, Illinois",B15003_019,3043,272
17081,"Jefferson County, Illinois",B15003_020,4152,290
17081,"Jefferson County, Illinois",B15003_021,3552,362
17081,"Jefferson County, Illinois",B15003_022,2965,250
17081,"Jefferson County, Illinois",B15003_023,1168,176
17081,"Jefferson County, Illinois",B15003_024,299,88
17081,"Jefferson County, Illinois",B15003_025,172,67
17081,"Jefferson County, Illinois",B17001_001,35527,315
17081,"Jefferson County, Illinois",B19301_001,26742,1030
17081,"Jefferson County, Illinois",B25002_001,17031,139
17081,"Jefferson County, Illinois",B25002_003,2239,288
17081,"Jefferson County, Illinois",B25007_001,14792,330
17081,"Jefferson County, Illinois",B25007_002,10623,329
17081,"Jefferson County, Illinois",B25024_001,17031,139
17081,"Jefferson County, Illinois",B25024_002,11889,337
17081,"Jefferson County, Illinois",B25024_003,88,56
17081,"Jefferson County, Illinois",B25077_001,97100,4362
17083,"Jersey County, Illinois",B01001H_001,20787,50
17083,"Jersey County, Illinois",B01002_001,43,0.6
17083,"Jersey County, Illinois",B02001_001,21776,NA
17083,"Jersey County, Illinois",B02001_002,20979,76
17083,"Jersey County, Illinois",B07001_017,19350,480
17083,"Jersey County, Illinois",B07011_001,32675,1782
