GEOID,NAME,variable,estimate,moe
13940,"Blackfoot, ID Micro Area",B25007_002,12216,414
13940,"Blackfoot, ID Micro Area",B25024_001,16895,50
13940,"Blackfoot, ID Micro Area",B25024_002,12877,479
13940,"Blackfoot, ID Micro Area",B25024_003,218,109
13940,"Blackfoot, ID Micro Area",B25077_001,168200,7821
13980,"Blacksburg-Christiansburg, VA Metro Area",B01001H_001,143741,297
13980,"Blacksburg-Christiansburg, VA Metro Area",B01002_001,33.7,0.3
13980,"Blacksburg-Christiansburg, VA Metro Area",B02001_001,167201,NA
13980,"Blacksburg-Christiansburg, VA Metro Area",B02001_002,146571,462
13980,"Blacksburg-Christiansburg, VA Metro Area",B07001_017,133635,1696
13980,"Blacksburg-Christiansburg, VA Metro Area",B07011_001,25966,756
13980,"Blacksburg-Christiansburg, VA Metro Area",B15003_001,102230,284
13980,"Blacksburg-Christiansburg, VA Metro Area",B15003_017,23330,1163
13980,"Blacksburg-Christiansburg, VA Metro Area",B15003_018,4585,603
13980,"Blacksburg-Christiansburg, VA Metro Area",B15003_019,6922,719
13980,"Blacksburg-Christiansburg, VA Metro Area",B15003_020,14215,1152
13980,"Blacksburg-Christiansburg, VA Metro Area",B15003_021,8239,833
13980,"Blacksburg-Christiansburg, VA Metro Area",B15003_022,18232,1115
13980,"Blacksburg-Christiansburg, VA Metro Area",B15003_023,11617,743
13980,"Blacksburg-Christiansburg, VA Metro Area",B15003_024,2322,422
13980,"Blacksburg-Christiansburg, VA Metro Area",B15003_025,4482,518
13980,"Blacksburg-Christiansburg, VA Metro Area",B17001_001,153264,676
13980,"Blacksburg-Christiansburg, VA Metro Area",B19301_001,28930,868
13980,"Blacksburg-Christiansburg, VA Metro Area",B25002_001,72845,283
13980,"Blacksburg-Christiansburg, VA Metro Area",B25002_003,10399,759
13980,"Blacksburg-Christiansburg, VA Metro Area",B25007_001,62446,866
13980,"Blacksburg-Christiansburg, VA Metro Area",B25007_002,37666,909
13980,"Blacksburg-Christiansburg, VA Metro Area",B25024_001,72845,283
13980,"Blacksburg-Christiansburg, VA Metro Area",B25024_002,43477,1087
13980,"Blacksburg-Christiansburg, VA Metro Area",B25024_003,3512,401
13980,"Blacksburg-Christiansburg, VA Metro Area",B25077_001,189300,5817
14010,"Bloomington, IL Metro Area",B01001H_001,136202,252
14010,"Bloomington, IL Metro Area",B01002_001,33.3,0.2
14010,"Bloomington, IL Metro Area",B02001_001,172164,NA
14010,"Bloomington, IL Metro Area",B02001_002,142367,471
14010,"Bloomington, IL Metro Area",B07001_017,143491,1696
14010,"Bloomington, IL Metro Area",B07011_001,34713,808
14010,"Bloomington, IL Metro Area",B15003_001,105002,55
14010,"Bloomington, IL Metro Area",B15003_017,21541,902
14010,"Bloomington, IL Metro Area",B15003_018,3756,374
14010,"Bloomington, IL Metro Area",B15003_019,6279,536
14010,"Bloomington, IL Metro Area",B15003_020,14141,879
14010,"Bloomington, IL Metro Area",B15003_021,8522,590
14010,"Bloomington, IL Metro Area",B15003_022,30851,914
14010,"Bloomington, IL Metro Area",B15003_023,11640,647
14010,"Bloomington, IL Metro Area",B15003_024,2312,516
14010,"Bloomington, IL Metro Area",B15003_025,2003,266
14010,"Bloomington, IL Metro Area",B17001_001,163631,941
14010,"Bloomington, IL Metro Area",B19301_001,34496,929
14010,"Bloomington, IL Metro Area",B25002_001,72580,363
14010,"Bloomington, IL Metro Area",B25002_003,6355,596
14010,"Bloomington, IL Metro Area",B25007_001,66225,689
14010,"Bloomington, IL Metro Area",B25007_002,43005,812
14010,"Bloomington, IL Metro Area",B25024_001,72580,363
14010,"Bloomington, IL Metro Area",B25024_002,43855,782
14010,"Bloomington, IL Metro Area",B25024_003,3803,454
14010,"Bloomington, IL Metro Area",B25077_001,166400,2317
14020,"Bloomington, IN Metro Area",B01001H_001,142727,90
14020,"Bloomington, IN Metro Area",B01002_001,31.5,0.2
14020,"Bloomington, IN Metro Area",B02001_001,168172,NA
14020,"Bloomington, IN Metro Area",B02001_002,146129,318
14020,"Bloomington, IN Metro Area",B07001_017,122181,2380
14020,"Bloomington, IN Metro Area",B07011_001,25070,975
14020,"Bloomington, IN Metro Area",B15003_001,100477,106
14020,"Bloomington, IN Metro Area",B15003_017,20403,1147
14020,"Bloomington, IN Metro Area",B15003_018,4819,606
14020,"Bloomington, IN Metro Area",B15003_019,5283,612
14020,"Bloomington, IN Metro Area",B15003_020,13046,952
14020,"Bloomington, IN Metro Area",B15003_021,7861,781
14020,"Bloomington, IN Metro Area",B15003_022,21431,960
14020,"Bloomington, IN Metro Area",B15003_023,13746,959
14020,"Bloomington, IN Metro Area",B15003_024,1924,403
14020,"Bloomington, IN Metro Area",B15003_025,3802,464
14020,"Bloomington, IN Metro Area",B17001_001,152081,890
14020,"Bloomington, IN Metro Area",B19301_001,29170,953
14020,"Bloomington, IN Metro Area",B25002_001,72307,342
14020,"Bloomington, IN Metro Area",B25002_003,7078,633
14020,"Bloomington, IN Metro Area",B25007_001,65229,719
14020,"Bloomington, IN Metro Area",B25007_002,37999,847
14020,"Bloomington, IN Metro Area",B25024_001,72307,342
14020,"Bloomington, IN Metro Area",B25024_002,40984,864
14020,"Bloomington, IN Metro Area",B25024_003,4239,451
14020,"Bloomington, IN Metro Area",B25077_001,177700,5103
14100,"Bloomsburg-Berwick, PA Metro Area",B01001H_001,77216,231
14100,"Bloomsburg-Berwick, PA Metro Area",B01002_001,41.7,0.3
14100,"Bloomsburg-Berwick, PA Metro Area",B02001_001,83568,NA
14100,"Bloomsburg-Berwick, PA Metro Area",B02001_002,78848,390
14100,"Bloomsburg-Berwick, PA Metro Area",B07001_017,74029,756
14100,"Bloomsburg-Berwick, PA Metro Area",B07011_001,30017,883
14100,"Bloomsburg-Berwick, PA Metro Area",B15003_001,57039,236
14100,"Bloomsburg-Berwick, PA Metro Area",B15003_017,22216,713
14100,"Bloomsburg-Berwick, PA Metro Area",B15003_018,1728,227
14100,"Bloomsburg-Berwick, PA Metro Area",B15003_019,2768,295
14100,"Bloomsburg-Berwick, PA Metro Area",B15003_020,5296,406
14100,"Bloomsburg-Berwick, PA Metro Area",B15003_021,4819,368
14100,"Bloomsburg-Berwick, PA Metro Area",B15003_022,8653,665
14100,"Bloomsburg-Berwick, PA Metro Area",B15003_023,4327,391
14100,"Bloomsburg-Berwick, PA Metro Area",B15003_024,1060,201
14100,"Bloomsburg-Berwick, PA Metro Area",B15003_025,984,206
14100,"Bloomsburg-Berwick, PA Metro Area",B17001_001,78193,522
14100,"Bloomsburg-Berwick, PA Metro Area",B19301_001,29651,812
14100,"Bloomsburg-Berwick, PA Metro Area",B25002_001,38522,200
14100,"Bloomsburg-Berwick, PA Metro Area",B25002_003,4565,463
14100,"Bloomsburg-Berwick, PA Metro Area",B25007_001,33957,505
14100,"Bloomsburg-Berwick, PA Metro Area",B25007_002,23228,508
14100,"Bloomsburg-Berwick, PA Metro Area",B25024_001,38522,200
14100,"Bloomsburg-Berwick, PA Metro Area",B25024_002,25576,485
14100,"Bloomsburg-Berwick, PA Metro Area",B25024_003,2578,418
14100,"Bloomsburg-Berwick, PA Metro Area",B25077_001,160800,3165
14140,"Bluefield, WV-VA Micro Area",B01001H_001,97846,375
14140,"Bluefield, WV-VA Micro Area",B01002_001,44.2,0.4
14140,"Bluefield, WV-VA Micro Area",B02001_001,106905,NA
14140,"Bluefield, WV-VA Micro Area",B02001_002,98407,401
14140,"Bluefield, WV-VA Micro Area",B07001_017,92489,1493
14140,"Bluefield, WV-VA Micro Area",B07011_001,23593,862
14140,"Bluefield, WV-VA Micro Area",B15003_001,77167,250
14140,"Bluefield, WV-VA Micro Area",B15003_017,23164,1167
14140,"Bluefield, WV-VA Micro Area",B15003_018,6379,669
14140,"Bluefield, WV-VA Micro Area",B15003_019,4732,530
14140,"Bluefield, WV-VA Micro Area",B15003_020,10633,785
14140,"Bluefield, WV-VA Micro Area",B15003_021,6368,686
14140,"Bluefield, WV-VA Micro Area",B15003_022,9063,782
14140,"Bluefield, WV-VA Micro Area",B15003_023,3505,424
14140,"Bluefield, WV-VA Micro Area",B15003_024,541,175
14140,"Bluefield, WV-VA Micro Area",B15003_025,585,182
14140,"Bluefield, WV-VA Micro Area",B17001_001,102993,425
14140,"Bluefield, WV-VA Micro Area",B19301_001,24249,1045
14140,"Bluefield, WV-VA Micro Area",B25002_001,54079,184
14140,"Bluefield, WV-VA Micro Area",B25002_003,10294,844
14140,"Bluefield, WV-VA Micro Area",B25007_001,43785,871
14140,"Bluefield, WV-VA Micro Area",B25007_002,31444,820
14140,"Bluefield, WV-VA Micro Area",B25024_001,54079,184
14140,"Bluefield, WV-VA Micro Area",B25024_002,36547,725
14140,"Bluefield, WV-VA Micro Area",B25024_003,684,187
14140,"Bluefield, WV-VA Micro Area",B25077_001,102300,4934
14160,"Bluffton, IN Micro Area",B01001H_001,26248,96
14160,"Bluffton, IN Micro Area",B01002_001,40.7,0.8
14160,"Bluffton, IN Micro Area",B02001_001,28010,NA
14160,"Bluffton, IN Micro Area",B02001_002,26608,176
14160,"Bluffton, IN Micro Area",B07001_017,24187,570
14160,"Bluffton, IN Micro Area",B07011_001,31808,1463
14160,"Bluffton, IN Micro Area",B15003_001,19022,57
14160,"Bluffton, IN Micro Area",B15003_017,6744,363
14160,"Bluffton, IN Micro Area",B15003_018,927,212
14160,"Bluffton, IN Micro Area",B15003_019,1420,220
14160,"Bluffton, IN Micro Area",B15003_020,2499,340
14160,"Bluffton, IN Micro Area",B15003_021,2397,251
14160,"Bluffton, IN Micro Area",B15003_022,2570,293
14160,"Bluffton, IN Micro Area",B15003_023,799,188
14160,"Bluffton, IN Micro Area",B15003_024,114,54
14160,"Bluffton, IN Micro Area",B15003_025,77,66
14160,"Bluffton, IN Micro Area",B17001_001,27336,192
14160,"Bluffton, IN Micro Area",B19301_001,28828,1155
14160,"Bluffton, IN Micro Area",B25002_001,11923,76
14160,"Bluffton, IN Micro Area",B25002_003,801,224
14160,"Bluffton, IN Micro Area",B25007_001,11122,219
14160,"Bluffton, IN Micro Area",B25007_002,8613,283
14160,"Bluffton, IN Micro Area",B25024_001,11923,76
14160,"Bluffton, IN Micro Area",B25024_002,9197,314
14160,"Bluffton, IN Micro Area",B25024_003,260,99
14160,"Bluffton, IN Micro Area",B25077_001,132500,7571
14180,"Blytheville, AR Micro Area",B01001H_001,23906,83
14180,"Blytheville, AR Micro Area",B01002_001,36.8,0.6
14180,"Blytheville, AR Micro Area",B02001_001,41396,NA
14180,"Blytheville, AR Micro Area",B02001_002,24933,215
14180,"Blytheville, AR Micro Area",B07001_017,33082,877
14180,"Blytheville, AR Micro Area",B07011_001,24789,1092
14180,"Blytheville, AR Micro Area",B15003_001,26968,100
14180,"Blytheville, AR Micro Area",B15003_017,8192,654
14180,"Blytheville, AR Micro Area",B15003_018,2263,350
14180,"Blytheville, AR Micro Area",B15003_019,1989,323
14180,"Blytheville, AR Micro Area",B15003_020,3242,453
14180,"Blytheville, AR Micro Area",B15003_021,2238,411
14180,"Blytheville, AR Micro Area",B15003_022,2706,427
14180,"Blytheville, AR Micro Area",B15003_023,1045,296
14180,"Blytheville, AR Micro Area",B15003_024,285,149
14180,"Blytheville, AR Micro Area",B15003_025,168,106
14180,"Blytheville, AR Micro Area",B17001_001,40353,228
14180,"Blytheville, AR Micro Area",B19301_001,24825,1390
14180,"Blytheville, AR Micro Area",B25002_001,20572,91
14180,"Blytheville, AR Micro Area",B25002_003,3949,458
14180,"Blytheville, AR Micro Area",B25007_001,16623,453
14180,"Blytheville, AR Micro Area",B25007_002,9581,466
14180,"Blytheville, AR Micro Area",B25024_001,20572,91
14180,"Blytheville, AR Micro Area",B25024_002,14065,435
14180,"Blytheville, AR Micro Area",B25024_003,315,136
14180,"Blytheville, AR Micro Area",B25077_001,93000,8341
14220,"Bogalusa, LA Micro Area",B01001H_001,30228,59
14220,"Bogalusa, LA Micro Area",B01002_001,39.8,0.5
14220,"Bogalusa, LA Micro Area",B02001_001,46325,NA
14220,"Bogalusa, LA Micro Area",B02001_002,30845,251
14220,"Bogalusa, LA Micro Area",B07001_017,39742,990
14220,"Bogalusa, LA Micro Area",B07011_001,21446,1328
14220,"Bogalusa, LA Micro Area",B15003_001,31611,75
14220,"Bogalusa, LA Micro Area",B15003_017,10258,727
14220,"Bogalusa, LA Micro Area",B15003_018,3227,505
14220,"Bogalusa, LA Micro Area",B15003_019,1785,443
14220,"Bogalusa, LA Micro Area",B15003_020,4715,503
14220,"Bogalusa, LA Micro Area",B15003_021,1752,299
14220,"Bogalusa, LA Micro Area",B15003_022,2570,410
14220,"Bogalusa, LA Micro Area",B15003_023,943,279
14220,"Bogalusa, LA Micro Area",B15003_024,155,168
14220,"Bogalusa, LA Micro Area",B15003_025,60,80
14220,"Bogalusa, LA Micro Area",B17001_001,44344,234
14220,"Bogalusa, LA Micro Area",B19301_001,21384,1120
14220,"Bogalusa, LA Micro Area",B25002_001,21762,93
14220,"Bogalusa, LA Micro Area",B25002_003,3968,557
14220,"Bogalusa, LA Micro Area",B25007_001,17794,564
14220,"Bogalusa, LA Micro Area",B25007_002,12657,699
14220,"Bogalusa, LA Micro Area",B25024_001,21762,93
14220,"Bogalusa, LA Micro Area",B25024_002,15220,496
14220,"Bogalusa, LA Micro Area",B25024_003,132,94
14220,"Bogalusa, LA Micro Area",B25077_001,114900,6488
14260,"Boise City, ID Metro Area",B01001H_001,582053,1001
14260,"Boise City, ID Metro Area",B01002_001,36.6,0.2
14260,"Boise City, ID Metro Area",B02001_001,730483,NA
14260,"Boise City, ID Metro Area",B02001_002,632100,2939
14260,"Boise City, ID Metro Area",B07001_017,600566,5171
14260,"Boise City, ID Metro Area",B07011_001,31716,274
14260,"Boise City, ID Metro Area",B15003_001,483085,361
14260,"Boise City, ID Metro Area",B15003_017,92294,2946
14260,"Boise City, ID Metro Area",B15003_018,25865,1461
14260,"Boise City, ID Metro Area",B15003_019,41691,2095
14260,"Boise City, ID Metro Area",B15003_020,80569,3131
14260,"Boise City, ID Metro Area",B15003_021,44369,2197
14260,"Boise City, ID Metro Area",B15003_022,107870,2813
14260,"Boise City, ID Metro Area",B15003_023,37218,2139
14260,"Boise City, ID Metro Area",B15003_024,8752,981
14260,"Boise City, ID Metro Area",B15003_025,6592,682
14260,"Boise City, ID Metro Area",B17001_001,719186,938
14260,"Boise City, ID Metro Area",B19301_001,32704,630
14260,"Boise City, ID Metro Area",B25002_001,283450,307
14260,"Boise City, ID Metro Area",B25002_003,13646,1136
14260,"Boise City, ID Metro Area",B25007_001,269804,1158
14260,"Boise City, ID Metro Area",B25007_002,191658,2012
14260,"Boise City, ID Metro Area",B25024_001,283450,307
14260,"Boise City, ID Metro Area",B25024_002,215288,1785
14260,"Boise City, ID Metro Area",B25024_003,10803,861
14260,"Boise City, ID Metro Area",B25077_001,268500,2891
14300,"Bonham, TX Micro Area",B01001H_001,27479,40
14300,"Bonham, TX Micro Area",B01002_001,41,0.6
14300,"Bonham, TX Micro Area",B02001_001,35046,NA
14300,"Bonham, TX Micro Area",B02001_002,30481,323
14300,"Bonham, TX Micro Area",B07001_017,28816,571
14300,"Bonham, TX Micro Area",B07011_001,30614,1375
14300,"Bonham, TX Micro Area",B15003_001,24604,157
14300,"Bonham, TX Micro Area",B15003_017,7014,509
14300,"Bonham, TX Micro Area",B15003_018,1853,255
14300,"Bonham, TX Micro Area",B15003_019,2178,326
14300,"Bonham, TX Micro Area",B15003_020,4153,400
14300,"Bonham, TX Micro Area",B15003_021,1441,184
14300,"Bonham, TX Micro Area",B15003_022,2999,303
14300,"Bonham, TX Micro Area",B15003_023,1150,229
14300,"Bonham, TX Micro Area",B15003_024,157,107
14300,"Bonham, TX Micro Area",B15003_025,107,68
14300,"Bonham, TX Micro Area",B17001_001,32042,390
14300,"Bonham, TX Micro Area",B19301_001,28882,1809
14300,"Bonham, TX Micro Area",B25002_001,14478,176
14300,"Bonham, TX Micro Area",B25002_003,2087,296
14300,"Bonham, TX Micro Area",B25007_001,12391,329
14300,"Bonham, TX Micro Area",B25007_002,9205,338
14300,"Bonham, TX Micro Area",B25024_001,14478,176
14300,"Bonham, TX Micro Area",B25024_002,11152,348
14300,"Bonham, TX Micro Area",B25024_003,148,78
14300,"Bonham, TX Micro Area",B25077_001,139200,10116
14380,"Boone, NC Micro Area",B01001H_001,51012,32
14380,"Boone, NC Micro Area",B01002_001,32.7,0.6
14380,"Boone, NC Micro Area",B02001_001,55669,NA
14380,"Boone, NC Micro Area",B02001_002,52021,216
14380,"Boone, NC Micro Area",B07001_017,40709,1287
14380,"Boone, NC Micro Area",B07011_001,19820,1008
14380,"Boone, NC Micro Area",B15003_001,32681,217
14380,"Boone, NC Micro Area",B15003_017,5673,600
14380,"Boone, NC Micro Area",B15003_018,1184,337
14380,"Boone, NC Micro Area",B15003_019,1877,264
14380,"Boone, NC Micro Area",B15003_020,4122,590
14380,"Boone, NC Micro Area",B15003_021,2796,359
14380,"Boone, NC Micro Area",B15003_022,7628,654
14380,"Boone, NC Micro Area",B15003_023,4242,606
14380,"Boone, NC Micro Area",B15003_024,696,194
14380,"Boone, NC Micro Area",B15003_025,1399,294
14380,"Boone, NC Micro Area",B17001_001,49752,467
14380,"Boone, NC Micro Area",B19301_001,27962,1493
14380,"Boone, NC Micro Area",B25002_001,34065,201
14380,"Boone, NC Micro Area",B25002_003,12612,568
14380,"Boone, NC Micro Area",B25007_001,21453,631
14380,"Boone, NC Micro Area",B25007_002,13063,470
14380,"Boone, NC Micro Area",B25024_001,34065,201
14380,"Boone, NC Micro Area",B25024_002,22901,529
14380,"Boone, NC Micro Area",B25024_003,475,110
14380,"Boone, NC Micro Area",B25077_001,246000,9934
14420,"Borger, TX Micro Area",B01001H_001,14701,122
14420,"Borger, TX Micro Area",B01002_001,38.2,1.2
14420,"Borger, TX Micro Area",B02001_001,21105,NA
14420,"Borger, TX Micro Area",B02001_002,17955,409
14420,"Borger, TX Micro Area",B07001_017,18540,487
14420,"Borger, TX Micro Area",B07011_001,25849,1501
14420,"Borger, TX Micro Area",B15003_001,13955,119
14420,"Borger, TX Micro Area",B15003_017,3503,378
14420,"Borger, TX Micro Area",B15003_018,1197,298
14420,"Borger, TX Micro Area",B15003_019,1293,214
14420,"Borger, TX Micro Area",B15003_020,2696,337
14420,"Borger, TX Micro Area",B15003_021,1185,270
14420,"Borger, TX Micro Area",B15003_022,1646,282
14420,"Borger, TX Micro Area",B15003_023,396,144
14420,"Borger, TX Micro Area",B15003_024,67,55
14420,"Borger, TX Micro Area",B15003_025,40,30
14420,"Borger, TX Micro Area",B17001_001,20957,74
14420,"Borger, TX Micro Area",B19301_001,26387,1511
14420,"Borger, TX Micro Area",B25002_001,10652,30
14420,"Borger, TX Micro Area",B25002_003,3578,276
14420,"Borger, TX Micro Area",B25007_001,7074,272
14420,"Borger, TX Micro Area",B25007_002,5658,248
14420,"Borger, TX Micro Area",B25024_001,10652,30
14420,"Borger, TX Micro Area",B25024_002,8450,244
14420,"Borger, TX Micro Area",B25024_003,109,88
14420,"Borger, TX Micro Area",B25077_001,81600,4430
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B01001H_001,3379722,3185
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B01002_001,38.8,0.1
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B02001_001,4854808,NA
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B02001_002,3625585,5356
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B07001_017,4173023,9706
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B07011_001,42472,266
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B15003_001,3404690,315
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B15003_017,650599,7655
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B15003_018,83997,2704
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B15003_019,152077,2948
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B15003_020,335469,5264
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B15003_021,243104,3931
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B15003_022,906179,7551
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B15003_023,526479,6033
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B15003_024,119939,2997
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B15003_025,113856,2562
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B17001_001,4697222,2101
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B19301_001,49528,292
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B25002_001,1972346,781
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B25002_003,119591,3100
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B25007_001,1852755,3076
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B25007_002,1143559,6109
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B25024_001,1972346,781
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B25024_002,939235,4449
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B25024_003,120082,2495
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",B25077_001,461500,1751
14500,"Boulder, CO Metro Area",B01001H_001,250714,620
14500,"Boulder, CO Metro Area",B01002_001,36.9,0.2
14500,"Boulder, CO Metro Area",B02001_001,324682,NA
14500,"Boulder, CO Metro Area",B02001_002,283102,1464
14500,"Boulder, CO Metro Area",B07001_017,249074,2753
14500,"Boulder, CO Metro Area",B07011_001,38758,836
14500,"Boulder, CO Metro Area",B15003_001,215771,225
14500,"Boulder, CO Metro Area",B15003_017,20076,1142
14500,"Boulder, CO Metro Area",B15003_018,4338,461
14500,"Boulder, CO Metro Area",B15003_019,8929,678
14500,"Boulder, CO Metro Area",B15003_020,23044,1112
14500,"Boulder, CO Metro Area",B15003_021,13861,995
14500,"Boulder, CO Metro Area",B15003_022,74561,1837
14500,"Boulder, CO Metro Area",B15003_023,40980,1474
14500,"Boulder, CO Metro Area",B15003_024,9157,712
14500,"Boulder, CO Metro Area",B15003_025,11178,693
14500,"Boulder, CO Metro Area",B17001_001,312996,643
14500,"Boulder, CO Metro Area",B19301_001,48776,1256
14500,"Boulder, CO Metro Area",B25002_001,135409,313
14500,"Boulder, CO Metro Area",B25002_003,8044,698
14500,"Boulder, CO Metro Area",B25007_001,127365,706
14500,"Boulder, CO Metro Area",B25007_002,81061,1176
14500,"Boulder, CO Metro Area",B25024_001,135409,313
14500,"Boulder, CO Metro Area",B25024_002,80497,1099
14500,"Boulder, CO Metro Area",B25024_003,10298,681
14500,"Boulder, CO Metro Area",B25077_001,539100,10920
14540,"Bowling Green, KY Metro Area",B01001H_001,145376,303
14540,"Bowling Green, KY Metro Area",B01002_001,35.1,0.1
14540,"Bowling Green, KY Metro Area",B02001_001,176852,NA
14540,"Bowling Green, KY Metro Area",B02001_002,149873,589
14540,"Bowling Green, KY Metro Area",B07001_017,141103,2216
14540,"Bowling Green, KY Metro Area",B07011_001,25437,546
14540,"Bowling Green, KY Metro Area",B15003_001,112006,194
14540,"Bowling Green, KY Metro Area",B15003_017,27651,1408
14540,"Bowling Green, KY Metro Area",B15003_018,6991,706
14540,"Bowling Green, KY Metro Area",B15003_019,6798,616
14540,"Bowling Green, KY Metro Area",B15003_020,15319,1002
14540,"Bowling Green, KY Metro Area",B15003_021,9615,715
14540,"Bowling Green, KY Metro Area",B15003_022,17981,1130
14540,"Bowling Green, KY Metro Area",B15003_023,8500,687
14540,"Bowling Green, KY Metro Area",B15003_024,2443,456
14540,"Bowling Green, KY Metro Area",B15003_025,1442,266
14540,"Bowling Green, KY Metro Area",B17001_001,168179,692
14540,"Bowling Green, KY Metro Area",B19301_001,28280,1447
14540,"Bowling Green, KY Metro Area",B25002_001,76214,248
14540,"Bowling Green, KY Metro Area",B25002_003,8667,698
14540,"Bowling Green, KY Metro Area",B25007_001,67547,737
14540,"Bowling Green, KY Metro Area",B25007_002,42377,907
14540,"Bowling Green, KY Metro Area",B25024_001,76214,248
14540,"Bowling Green, KY Metro Area",B25024_002,50081,955
14540,"Bowling Green, KY Metro Area",B25024_003,1109,246
14540,"Bowling Green, KY Metro Area",B25077_001,161500,3135
14580,"Bozeman, MT Micro Area",B01001H_001,101437,277
14580,"Bozeman, MT Micro Area",B01002_001,33.4,0.3
14580,"Bozeman, MT Micro Area",B02001_001,111401,NA
14580,"Bozeman, MT Micro Area",B02001_002,103811,417
14580,"Bozeman, MT Micro Area",B07001_017,87567,1673
14580,"Bozeman, MT Micro Area",B07011_001,33164,1155
14580,"Bozeman, MT Micro Area",B15003_001,71476,100
14580,"Bozeman, MT Micro Area",B15003_017,11010,847
14580,"Bozeman, MT Micro Area",B15003_018,1698,341
14580,"Bozeman, MT Micro Area",B15003_019,3885,456
14580,"Bozeman, MT Micro Area",B15003_020,11067,785
14580,"Bozeman, MT Micro Area",B15003_021,4819,580
14580,"Bozeman, MT Micro Area",B15003_022,23709,1083
14580,"Bozeman, MT Micro Area",B15003_023,8375,667
14580,"Bozeman, MT Micro Area",B15003_024,2447,390
14580,"Bozeman, MT Micro Area",B15003_025,2328,350
14580,"Bozeman, MT Micro Area",B17001_001,107418,251
14580,"Bozeman, MT Micro Area",B19301_001,38885,1264
14580,"Bozeman, MT Micro Area",B25002_001,51011,117
14580,"Bozeman, MT Micro Area",B25002_003,5724,526
14580,"Bozeman, MT Micro Area",B25007_001,45287,538
14580,"Bozeman, MT Micro Area",B25007_002,27693,796
14580,"Bozeman, MT Micro Area",B25024_001,51011,117
14580,"Bozeman, MT Micro Area",B25024_002,30214,766
14580,"Bozeman, MT Micro Area",B25024_003,4309,501
14580,"Bozeman, MT Micro Area",B25077_001,388000,7776
14620,"Bradford, PA Micro Area",B01001H_001,38147,109
14620,"Bradford, PA Micro Area",B01002_001,43.6,0.3
14620,"Bradford, PA Micro Area",B02001_001,41021,NA
14620,"Bradford, PA Micro Area",B02001_002,38647,186
14620,"Bradford, PA Micro Area",B07001_017,35207,573
14620,"Bradford, PA Micro Area",B07011_001,26298,870
14620,"Bradford, PA Micro Area",B15003_001,29217,137
14620,"Bradford, PA Micro Area",B15003_017,11349,401
14620,"Bradford, PA Micro Area",B15003_018,2331,307
14620,"Bradford, PA Micro Area",B15003_019,1962,259
14620,"Bradford, PA Micro Area",B15003_020,2648,251
14620,"Bradford, PA Micro Area",B15003_021,2987,279
14620,"Bradford, PA Micro Area",B15003_022,3552,284
14620,"Bradford, PA Micro Area",B15003_023,1535,185
14620,"Bradford, PA Micro Area",B15003_024,229,72
14620,"Bradford, PA Micro Area",B15003_025,222,81
14620,"Bradford, PA Micro Area",B17001_001,38151,357
14620,"Bradford, PA Micro Area",B19301_001,26635,1006
14620,"Bradford, PA Micro Area",B25002_001,21260,223
14620,"Bradford, PA Micro Area",B25002_003,4201,286
14620,"Bradford, PA Micro Area",B25007_001,17059,337
14620,"Bradford, PA Micro Area",B25007_002,12687,399
14620,"Bradford, PA Micro Area",B25024_001,21260,223
14620,"Bradford, PA Micro Area",B25024_002,16736,386
14620,"Bradford, PA Micro Area",B25024_003,220,87
14620,"Bradford, PA Micro Area",B25077_001,82300,2185
14660,"Brainerd, MN Micro Area",B01001H_001,84912,278
14660,"Brainerd, MN Micro Area",B01002_001,46.1,0.2
14660,"Brainerd, MN Micro Area",B02001_001,94237,NA
14660,"Brainerd, MN Micro Area",B02001_002,85896,287
14660,"Brainerd, MN Micro Area",B07001_017,82174,860
14660,"Brainerd, MN Micro Area",B07011_001,30979,551
14660,"Brainerd, MN Micro Area",B15003_001,67993,124
14660,"Brainerd, MN Micro Area",B15003_017,18214,742
